K,BM,TM,MC,BS
785,155.5790081494039,155.34989847982058,155.02095570313747,155.51597471311356
800,143.63164006005178,143.1555316457865,140.4679262463329,142.72769862540792
700,234.2007735187956,233.99663485683624,233.8339668086053,234.2825704343296
900,72.82815097698696,72.5624103137122,72.37022700014464,71.52053855281497
750,186.11827802605328,186.85033024878305,187.96250918009991,186.87847990137584
1000,27.104234176819546,29.280766530100507,28.969932695249046,28.874474860631665
