K,BM,TM,MC,BS
785,152.90738447109393,152.68856006334377,150.82269645418015,152.87162443351394
800,141.05607497149057,140.5836105789141,140.04640676097367,140.15844622685552
700,231.29693691191676,231.08954689953904,229.50099924763742,231.39231772594087
900,70.96915922635232,70.722672418551,70.98374512679975,69.67694476899925
750,183.29860593997472,184.06215462734184,185.1922382692213,184.09839286042632
1000,26.134775274760063,28.283197157523805,27.992585945560254,27.867193672646863
