vol,BM,TM,MC,BS
0.23,152.90738447109393,152.68856006334377,152.09248372951382,152.87162443351394
0.3,163.30883547231977,162.34496000290832,162.38783651229767,161.66214140450654
0.35,170.73517045881349,169.24115198091673,166.2215252990766,169.165495325468
0.2,148.58581391325228,149.6088074912857,149.97530655860493,149.9855499400312
0.15,146.73581772481776,146.6653193846247,148.04455577148366,146.78472601704482
0.4,178.15349737244549,176.1317918144545,177.96222213571397,177.33891727197158
